,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
24371,24372,0.32,Ideal,E,VS2,61.6,56.0,637,4.4,4.43,2.72
47480,47481,0.59,Good,F,VS1,60.5,61.0,1861,5.43,5.5,3.31
41376,41377,0.5,Ideal,I,VS2,61.6,54.0,1220,5.11,5.14,3.16
24500,24501,1.51,Very Good,E,VS2,62.7,59.0,12779,7.2,7.32,4.55
17852,17853,1.21,Very Good,H,SI1,59.6,60.0,7203,6.93,6.94,4.13
41391,41392,0.47,Premium,H,VS1,61.8,58.0,1221,4.99,4.94,3.07
29778,29779,0.3,Premium,I,VVS1,61.2,60.0,709,4.29,4.27,2.62
50505,50506,0.78,Very Good,I,SI2,60.6,58.0,2271,5.92,5.97,3.6
49771,49772,0.5,Ideal,F,VVS2,62.0,55.0,2160,5.12,5.1,3.17
3048,3049,0.27,Very Good,G,VVS1,62.9,55.0,566,4.13,4.15,2.6
52202,52203,0.7,Very Good,G,VS2,63.1,58.0,2479,5.65,5.61,3.55
700,701,0.7,Very Good,E,VS1,62.4,56.0,2854,5.64,5.7,3.54
44404,44405,0.55,Ideal,H,SI1,60.8,56.0,1584,5.3,5.33,3.23
29810,29811,0.3,Premium,D,SI1,62.1,58.0,709,4.28,4.25,2.65
34747,34748,0.41,Ideal,H,SI1,62.8,56.0,876,4.77,4.72,2.98
26439,26440,2.01,Premium,G,SI2,59.8,58.0,15977,8.21,8.15,4.89
31478,31479,0.34,Ideal,H,VS1,62.7,57.0,765,4.48,4.45,2.8
2067,2068,0.32,Ideal,E,SI1,61.9,56.0,561,4.39,4.43,2.73
48052,48053,0.61,Ideal,D,SI1,62.0,55.0,1927,5.44,5.47,3.38
16012,16013,1.01,Very Good,G,VS2,63.4,55.0,6406,6.35,6.4,4.04
44837,44838,0.55,Very Good,F,VS2,62.5,56.0,1625,5.23,5.27,3.28
17676,17677,1.01,Very Good,F,VS1,63.3,60.0,7127,6.35,6.32,4.01
22277,22278,1.56,Premium,H,VS2,62.4,58.0,10331,7.44,7.39,4.63
5919,5920,0.94,Very Good,F,SI2,62.6,57.0,3938,6.25,6.27,3.92
35829,35830,0.41,Good,F,VVS1,63.9,56.0,915,4.71,4.74,3.02
17540,17541,1.34,Ideal,G,SI2,61.1,56.0,7058,7.11,7.13,4.35
51104,51105,0.72,Very Good,I,VS2,61.1,56.0,2337,5.76,5.79,3.53
42209,42210,0.52,Very Good,D,SI2,62.9,56.0,1289,5.14,5.17,3.24
4691,4692,0.79,Ideal,H,VVS1,62.0,56.0,3675,5.92,5.96,3.68
3283,3284,0.63,Ideal,G,IF,61.9,56.0,3363,5.5,5.52,3.41
36524,36525,0.4,Premium,F,SI1,62.8,59.0,945,4.72,4.71,2.96
23550,23551,1.51,Very Good,F,SI1,63.0,61.0,11560,7.27,7.3,4.59
2919,2920,0.74,Ideal,H,VVS1,62.5,55.0,3287,5.76,5.79,3.61
48829,48830,0.52,Ideal,G,VVS1,62.0,55.0,2029,5.15,5.18,3.2
17068,17069,0.32,Premium,G,SI1,62.6,58.0,612,4.35,4.31,2.71
53671,53672,0.71,Ideal,E,VS2,61.7,56.0,2709,5.73,5.75,3.54
11084,11085,0.81,Ideal,F,VVS2,62.2,53.9,4926,5.97,6.01,3.72
34461,34462,0.31,Ideal,E,VVS1,61.5,56.0,865,4.36,4.39,2.69
22735,22736,1.66,Ideal,E,SI2,62.7,56.0,10754,7.45,7.63,4.73
37648,37649,0.41,Very Good,H,VVS1,61.7,58.0,991,4.74,4.79,2.94
42971,42972,0.41,Ideal,E,VVS1,60.7,57.0,1367,4.8,4.85,2.93
47884,47885,0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
27702,27703,0.26,Ideal,G,IF,60.8,56.0,648,4.11,4.15,2.51
21021,21022,1.55,Ideal,I,VS2,62.6,56.0,9233,7.41,7.35,4.62
51241,51242,0.71,Very Good,H,SI1,62.1,61.0,2354,5.63,5.71,3.52
35614,35615,0.3,Ideal,I,VS1,61.6,56.0,473,4.31,4.36,2.67
36523,36524,0.4,Good,H,VS2,59.4,64.0,945,4.82,4.75,2.84
17388,17389,0.32,Ideal,G,SI1,61.3,57.0,612,4.4,4.37,2.69
23139,23140,1.64,Premium,H,SI1,59.3,61.0,11159,7.68,7.64,4.54
8954,8955,0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
22354,22355,0.31,Ideal,H,VS2,62.2,55.0,628,4.39,4.35,2.72
5230,5231,0.77,Ideal,G,VS2,61.7,55.0,3786,5.89,5.91,3.64
47511,47512,0.54,Ideal,F,VS1,60.9,57.0,1866,5.26,5.21,3.19
20405,20406,1.51,Premium,J,VVS2,62.5,59.0,8770,7.29,7.34,4.57
30723,30724,0.41,Good,D,SI1,63.8,56.0,738,4.68,4.72,3.0
10934,10935,0.9,Very Good,F,VS1,62.1,58.0,4898,6.15,6.19,3.83
30804,30805,0.4,Good,D,VS1,64.0,55.0,742,4.67,4.7,3.0
22863,22864,1.55,Premium,D,SI2,62.0,58.0,10905,7.39,7.44,4.6
23412,23413,1.12,Ideal,F,VVS1,61.0,56.0,11403,6.71,6.74,4.1
42136,42137,0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
38841,38842,0.39,Fair,E,VS2,65.4,57.0,1049,4.61,4.54,2.99
50149,50150,0.71,Good,E,SI2,57.8,60.0,2215,5.86,5.83,3.38
45707,45708,0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3
9495,9496,1.0,Good,F,SI1,58.1,64.0,4608,6.56,6.6,3.82
7593,7594,1.0,Fair,F,SI1,66.4,57.0,4256,6.21,6.14,4.1
18866,18867,1.5,Good,F,SI2,62.4,55.0,7738,7.27,7.34,4.56
25532,25533,2.55,Premium,I,SI2,62.9,58.0,14351,8.7,8.59,5.44
7082,7083,1.04,Premium,E,SI2,61.6,59.0,4164,6.55,6.57,4.04
1373,1374,0.7,Ideal,I,VVS1,61.8,56.0,2966,5.69,5.73,3.53
39992,39993,0.41,Premium,F,VS2,60.3,58.0,1107,4.85,4.8,2.91
33194,33195,0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62
19435,19436,1.55,Ideal,J,VS2,61.7,55.0,8088,7.38,7.43,4.58
49306,49307,0.3,Ideal,I,VVS1,62.1,57.0,540,4.29,4.34,2.68
339,340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64
52089,52090,0.72,Ideal,H,SI1,62.2,58.0,2458,5.72,5.76,3.57
29429,29430,0.42,Very Good,H,SI1,62.0,59.0,700,4.76,4.79,2.96
44668,44669,0.32,Ideal,H,VS2,61.3,56.0,523,4.42,4.45,2.72
29473,29474,0.32,Ideal,E,VS2,61.9,55.0,702,4.42,4.43,2.74
33491,33492,0.32,Ideal,F,VS2,61.9,56.0,828,4.39,4.37,2.71
8833,8834,1.02,Premium,E,SI2,59.9,58.0,4478,6.6,6.55,3.94
10978,10979,1.01,Ideal,H,VS2,62.1,54.0,4909,6.5,6.44,4.02
36417,36418,0.31,Ideal,D,VS2,61.5,56.0,942,4.36,4.35,2.68
41286,41287,0.42,Ideal,D,VVS2,61.7,57.0,1210,4.82,4.8,2.97
27549,27550,2.02,Ideal,I,VS1,62.1,56.0,18324,8.13,8.09,5.04
34626,34627,0.31,Ideal,E,VS2,61.0,56.0,872,4.41,4.38,2.68
129,130,0.91,Fair,H,SI2,65.7,60.0,2763,6.03,5.99,3.95
36431,36432,0.31,Premium,D,VS2,61.8,57.0,942,4.41,4.36,2.71
24977,24978,1.52,Premium,G,VS2,62.0,58.0,13483,7.33,7.39,4.56
33301,33302,0.51,Premium,E,I1,58.0,60.0,826,5.29,5.23,3.05
5350,5351,0.93,Good,D,SI1,63.8,59.0,3812,6.21,6.15,3.94
53118,53119,0.81,Good,I,VS2,63.8,58.0,2617,5.84,5.89,3.74
4789,4790,1.0,Premium,G,SI2,59.1,59.0,3696,6.54,6.5,3.85
32398,32399,0.31,Ideal,E,VVS2,62.0,54.0,791,4.38,4.4,2.72
3194,3195,0.57,Ideal,F,VVS1,61.3,56.0,3343,5.4,5.37,3.3
31016,31017,0.31,Very Good,G,VVS1,61.5,55.0,749,4.36,4.4,2.69
26243,26244,1.2,Premium,D,VVS1,62.1,59.0,15686,0.0,0.0,0.0
17169,17170,1.08,Ideal,H,VVS2,62.4,55.0,6856,6.53,6.57,4.09
47723,47724,0.56,Ideal,H,VS1,60.2,57.0,1888,5.38,5.35,3.23
14396,14397,0.3,Ideal,H,VVS2,61.5,57.0,605,4.31,4.34,2.66
46060,46061,0.53,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28
13149,13150,0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84
34003,34004,0.42,Ideal,G,VS2,61.2,56.0,847,4.8,4.84,2.95
36171,36172,0.32,Ideal,F,IF,61.9,54.0,929,4.43,4.46,2.75
44773,44774,0.54,Ideal,F,VS2,62.8,57.0,1621,5.25,5.2,3.28
29394,29395,0.31,Good,E,SI1,63.6,57.0,698,4.3,4.28,2.73
25600,25601,2.17,Premium,H,SI1,59.9,61.0,14452,8.39,8.38,5.02
16665,16666,1.03,Good,F,VS2,63.9,59.0,6662,6.38,6.35,4.07
2502,2503,0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74
34421,34422,0.3,Ideal,G,IF,62.3,54.0,863,4.32,4.35,2.7
22869,22870,1.62,Very Good,H,VS2,62.6,58.0,10912,7.57,7.45,4.7
48521,48522,0.54,Ideal,G,VVS2,60.6,56.0,1985,5.26,5.27,3.19
32750,32751,0.43,Ideal,E,SI1,61.2,56.2,803,4.87,4.89,2.99
9820,9821,1.01,Good,G,SI1,60.7,59.0,4672,6.35,6.4,3.87
33922,33923,0.3,Ideal,E,VS2,62.6,56.0,844,4.34,4.29,2.7
9457,9458,1.09,Very Good,D,SI2,62.2,59.0,4598,6.46,6.49,4.03
33443,33444,0.32,Ideal,G,VS1,61.6,56.0,828,4.42,4.38,2.71
19,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
41038,41039,0.41,Ideal,E,VVS2,62.0,56.0,1187,4.72,4.76,2.94
50001,50002,0.76,Fair,H,SI1,65.5,59.0,2193,5.75,5.66,3.74
23729,23730,0.25,Ideal,E,VVS2,61.1,56.0,633,4.08,4.11,2.5
1643,1644,0.7,Good,F,VVS1,63.2,58.0,3018,5.58,5.62,3.54
16277,16278,1.51,Ideal,I,VS2,60.7,57.0,6511,7.42,7.35,4.48
46204,46205,0.5,Very Good,D,VS1,62.0,56.0,1750,5.09,5.11,3.16
19987,19988,1.6,Premium,F,SI2,60.5,60.0,8530,7.55,7.52,4.56
35255,35256,0.3,Very Good,G,IF,61.0,62.0,895,4.32,4.34,2.64
15990,15991,1.01,Very Good,E,VS2,62.0,55.0,6399,6.42,6.46,3.99
2827,2828,0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88
24942,24943,2.02,Fair,J,VS1,64.6,59.0,13399,7.95,7.9,5.12
16128,16129,1.01,Premium,F,VS2,60.9,58.0,6446,6.47,6.41,3.92
36136,36137,0.33,Ideal,E,VS2,61.6,57.0,928,4.46,4.44,2.74
32158,32159,0.28,Ideal,E,VVS1,61.2,54.0,787,4.24,4.26,2.6
18640,18641,1.0,Very Good,E,VS2,62.9,57.0,7607,6.33,6.35,3.99
13068,13069,1.23,Premium,I,SI1,62.5,59.0,5412,6.8,6.84,4.26
30486,30487,0.31,Ideal,D,SI1,62.1,56.0,732,4.37,4.33,2.7
31107,31108,0.4,Premium,G,VS2,60.4,58.0,753,4.75,4.78,2.88
7115,7116,1.01,Very Good,I,SI2,62.9,55.0,4171,6.37,6.42,4.02
27525,27526,2.01,Ideal,G,SI2,61.7,57.0,18259,8.13,8.1,5.01
52402,52403,0.71,Very Good,E,SI1,63.1,58.0,2511,5.65,5.69,3.58
45870,45871,0.51,Premium,D,VS2,62.7,59.0,1716,5.05,5.09,3.18
35246,35247,0.34,Ideal,G,VVS1,62.5,53.0,895,4.47,4.49,2.8
3800,3801,1.0,Ideal,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
6900,6901,0.9,Very Good,G,VS2,63.4,59.0,4135,6.08,6.13,3.87
37519,37520,0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96
24343,24344,1.79,Very Good,I,VS2,60.5,56.0,12610,7.87,7.9,4.77
7894,7895,1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92
31739,31740,0.35,Very Good,D,SI1,63.3,56.0,772,4.53,4.5,2.86
11273,11274,1.11,Very Good,H,SI2,63.2,58.0,4973,6.64,6.53,4.16
47525,47526,0.52,Ideal,D,VS2,61.0,57.0,1868,5.21,5.18,3.17
24890,24891,2.0,Very Good,H,SI1,63.2,54.0,13320,7.97,7.88,5.01
1983,1984,0.72,Ideal,E,VVS2,62.1,57.0,3093,5.76,5.74,3.57
53218,53219,0.71,Ideal,F,SI2,62.1,56.0,2637,5.75,5.7,3.56
10348,10349,0.9,Ideal,E,VS2,62.7,56.0,4770,6.14,6.18,3.86
25656,25657,2.01,Premium,I,SI1,60.1,59.0,14558,8.24,8.19,4.94
8849,8850,1.01,Good,E,SI1,64.1,59.0,4480,6.35,6.31,4.06
52505,52506,0.68,Ideal,G,VS1,61.7,55.0,2526,5.71,5.66,3.51
33519,33520,0.41,Ideal,H,VS1,61.6,57.0,829,4.77,4.81,2.95
10273,10274,1.03,Ideal,D,SI2,60.7,55.0,4752,6.53,6.61,3.99
39435,39436,0.41,Ideal,D,VS2,62.2,54.0,1076,4.81,4.77,2.98
43419,43420,0.41,Premium,D,VVS1,62.2,58.0,1413,4.77,4.71,2.95
35921,35922,0.43,Ideal,H,SI1,61.6,55.0,919,4.9,4.87,3.01
29515,29516,0.39,Very Good,G,SI1,58.9,61.0,703,4.74,4.76,2.8
51411,51412,0.73,Premium,I,VS1,60.3,58.0,2371,5.83,5.87,3.53
12835,12836,1.2,Very Good,I,SI1,63.8,57.0,5352,6.64,6.72,4.26
22539,22540,2.02,Ideal,I,SI2,62.3,55.0,10577,8.1,8.06,5.03
39372,39373,0.41,Premium,G,VVS1,59.7,60.0,1074,4.83,4.85,2.89
23108,23109,1.1,Ideal,D,VVS2,62.0,57.0,11132,6.57,6.62,4.09
34854,34855,0.3,Premium,G,VVS2,62.2,59.0,878,4.31,4.28,2.67
42366,42367,0.51,Very Good,E,SI1,62.9,57.0,1304,5.06,5.11,3.2
8594,8595,1.01,Good,E,SI2,63.9,55.0,4440,6.38,6.33,4.08
11844,11845,1.13,Premium,H,SI1,62.3,58.0,5101,6.67,6.68,4.16
45595,45596,0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29
22842,22843,1.14,Premium,F,VVS1,60.8,58.0,10878,6.79,6.74,4.11
12864,12865,1.06,Ideal,I,VS2,61.0,57.0,5362,6.55,6.59,4.01
31862,31863,0.3,Premium,H,VVS2,60.8,58.0,776,4.37,4.34,2.65
50925,50926,0.61,Premium,F,VVS2,63.0,60.0,2319,5.35,5.29,3.35
35132,35133,0.41,Very Good,G,VVS2,59.1,60.0,889,4.84,4.87,2.87
32815,32816,0.34,Ideal,E,VS1,61.2,57.0,805,4.45,4.5,2.74
35597,35598,0.31,Ideal,H,VVS1,62.7,54.0,907,4.38,4.33,2.73
14718,14719,0.3,Good,H,VVS2,63.1,60.0,605,4.24,4.28,2.69
41404,41405,0.56,Ideal,J,VS2,62.0,56.0,1224,5.27,5.31,3.28
40286,40287,0.3,Ideal,E,I1,60.3,57.0,495,4.39,4.36,2.64
15784,15785,1.05,Ideal,E,SI1,60.7,55.0,6316,6.62,6.67,4.03
26520,26521,2.43,Very Good,H,SI2,63.2,57.0,16170,8.56,8.5,5.39
29488,29489,0.32,Ideal,E,VS2,62.3,57.0,702,4.41,4.42,2.75
19673,19674,1.09,Ideal,G,VVS2,62.5,56.0,8282,6.54,6.58,4.1
53094,53095,0.76,Very Good,E,SI1,63.2,57.0,2613,5.8,5.75,3.65
22343,22344,1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24
14767,14768,1.02,Good,G,VS2,63.7,57.0,5943,6.24,6.31,4.0
21139,21140,1.31,Premium,G,VS2,60.3,58.0,9296,7.13,7.1,4.29
6499,6500,0.9,Premium,E,VS2,62.3,55.0,4062,6.18,6.14,3.84
50679,50680,0.7,Very Good,I,VS1,62.7,58.0,2288,5.61,5.65,3.53
8752,8753,1.2,Good,J,VS2,63.7,58.0,4466,6.61,6.68,4.23
21207,21208,1.51,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5
30657,30658,0.38,Ideal,I,VVS2,61.7,56.0,737,4.67,4.7,2.89
2446,2447,1.03,Good,J,SI2,56.2,62.0,3188,6.69,6.73,3.77
53548,53549,0.71,Very Good,D,SI1,61.7,59.0,2693,5.7,5.74,3.53
42491,42492,0.59,Premium,F,SI2,61.9,61.0,1319,5.38,5.33,3.31
49320,49321,0.51,Ideal,F,VVS2,61.2,56.0,2093,5.17,5.19,3.17
52351,52352,0.7,Fair,H,VVS2,65.8,58.0,2500,5.49,5.42,3.59
48205,48206,0.7,Premium,H,SI1,61.1,58.0,1948,5.74,5.79,3.52
33556,33557,0.41,Premium,J,VS1,62.0,55.0,830,4.77,4.74,2.95
40881,40882,0.38,Ideal,E,VVS2,62.2,56.0,1176,4.65,4.58,2.87
28357,28358,0.4,Ideal,I,VS2,62.6,54.0,667,4.74,4.75,2.97
11123,11124,1.29,Very Good,G,SI2,63.3,61.0,4937,6.84,6.8,4.32
17597,17598,1.21,Ideal,I,VVS1,61.6,55.0,7086,6.88,6.8,4.21
19929,19930,1.52,Premium,I,SI1,61.9,58.0,8477,7.37,7.42,4.58
7160,7161,0.73,Ideal,G,VVS1,61.7,57.0,4182,5.77,5.8,3.57
18883,18884,1.24,Ideal,H,VS1,61.6,56.0,7743,6.95,6.87,4.26
36180,36181,0.41,Ideal,I,IF,61.8,55.0,930,4.77,4.81,2.96
8098,8099,1.04,Ideal,I,SI1,61.7,57.0,4344,6.49,6.54,4.02
10108,10109,1.0,Very Good,J,VVS1,63.5,59.0,4717,6.34,6.29,4.01
25348,25349,1.52,Very Good,F,VS2,62.7,59.0,14066,7.3,7.33,4.59
15636,15637,1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01
40506,40507,0.61,Ideal,J,SI1,62.0,55.0,1143,5.45,5.48,3.39
32743,32744,0.32,Ideal,F,VVS1,61.5,56.0,803,4.39,4.42,2.71
12606,12607,1.23,Good,J,VS2,63.6,57.0,5290,6.74,6.79,4.3
35680,35681,0.42,Ideal,H,VVS2,61.1,56.0,910,4.8,4.85,2.95
7127,7128,0.9,Ideal,H,VS2,61.6,57.0,4173,6.17,6.29,3.84
17422,17423,1.06,Ideal,D,VS2,62.5,54.0,6981,6.6,6.53,4.1
24315,24316,1.64,Ideal,H,VS2,60.6,57.0,12561,7.71,7.67,4.66
1735,1736,0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
38614,38615,0.3,Very Good,F,SI1,57.9,61.0,489,4.39,4.49,2.57
18939,18940,1.26,Very Good,D,SI1,59.9,59.0,7785,7.02,7.14,4.24
50296,50297,0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58
14952,14953,1.0,Very Good,H,VVS1,62.3,60.0,6022,6.28,6.36,3.94
7389,7390,0.33,Very Good,H,VS1,60.2,62.0,579,4.44,4.47,2.68
35719,35720,0.3,Premium,D,VS2,60.4,59.0,911,4.35,4.32,2.62
48141,48142,0.71,Ideal,J,SI1,61.4,56.0,1940,5.75,5.78,3.54
46559,46560,0.51,Premium,G,VS1,62.3,59.0,1781,5.12,5.06,3.17
46104,46105,0.52,Ideal,E,VS1,61.7,56.0,1742,5.13,5.18,3.18
51228,51229,0.7,Good,H,VS2,59.1,65.0,2352,5.85,5.75,3.43
13368,13369,0.24,Very Good,E,VS1,62.4,59.0,419,3.94,3.98,2.47
26720,26721,0.32,Very Good,F,VS2,61.0,61.0,645,4.38,4.41,2.68
48784,48785,0.7,Very Good,I,SI1,61.1,56.0,2021,5.74,5.75,3.51
51784,51785,0.7,Ideal,G,SI1,61.9,56.0,2414,5.66,5.71,3.52
33736,33737,0.33,Ideal,D,VS1,61.0,56.0,839,4.45,4.47,2.72
8548,8549,1.01,Good,H,SI1,63.1,60.0,4432,6.37,6.41,4.03
44122,44123,0.5,Very Good,E,VS2,62.8,60.0,1559,5.02,5.08,3.17
17338,17339,1.0,Very Good,F,VS2,62.8,57.0,6957,6.29,6.35,3.97
18079,18080,1.34,Premium,D,SI2,61.5,58.0,7305,7.04,7.07,4.34
34720,34721,0.39,Very Good,G,VVS2,62.1,55.0,875,4.67,4.7,2.91
49333,49334,0.79,Good,I,SI1,63.9,55.0,2095,5.85,5.8,3.72
46401,46402,0.51,Ideal,H,VVS1,62.2,56.0,1766,5.12,5.14,3.19
17978,17979,1.2,Very Good,G,VS2,62.4,59.0,7273,6.68,6.74,4.19
28832,28833,0.41,Very Good,E,SI2,61.3,57.0,683,4.79,4.83,2.95
34752,34753,0.41,Ideal,H,SI1,62.6,55.0,876,4.79,4.77,2.99
42410,42411,0.31,Ideal,D,IF,61.1,56.0,1310,4.42,4.39,2.69
28695,28696,0.32,Ideal,G,VS1,62.4,56.0,679,4.37,4.38,2.73
10872,10873,1.1,Very Good,I,VS1,61.0,59.0,4878,6.65,6.67,4.06
49860,49861,0.59,Ideal,E,VS1,61.6,57.0,2172,5.35,5.39,3.31
17426,17427,1.11,Ideal,G,VS2,61.2,56.0,6982,6.68,6.65,4.08
39972,39973,0.51,Good,G,SI1,63.1,64.0,1107,5.08,5.03,3.19
48942,48943,0.71,Fair,G,SI1,65.0,58.0,2045,5.57,5.53,3.61
37451,37452,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74
1783,1784,0.83,Ideal,E,SI2,61.9,53.0,3049,6.08,6.04,3.75
32830,32831,0.33,Ideal,E,VS1,61.5,54.0,806,4.46,4.49,2.75
41672,41673,0.54,Ideal,J,VS1,61.0,56.1,1240,5.25,5.28,3.21
36230,36231,0.38,Very Good,D,VS2,61.6,59.0,933,4.62,4.66,2.86
46064,46065,0.55,Premium,E,VS2,60.1,59.0,1735,5.36,5.29,3.2
44178,44179,0.51,Premium,E,VS2,61.5,60.0,1567,5.12,5.09,3.14
31795,31796,0.42,Ideal,F,SI1,60.9,55.0,773,4.84,4.88,2.96
5462,5463,1.0,Fair,G,SI1,68.9,56.0,3833,6.16,6.11,4.23
5852,5853,1.0,Good,J,VS1,58.1,64.0,3920,6.63,6.51,3.82
16308,16309,1.2,Very Good,G,SI1,62.8,57.0,6526,6.68,6.73,4.21
3665,3666,1.09,Fair,J,VS2,64.6,58.0,3443,6.48,6.41,4.16
49347,49348,0.71,Premium,E,SI2,60.4,61.0,2096,5.79,5.77,3.49
38313,38314,0.44,Premium,F,VS2,61.1,62.0,1018,4.98,4.92,3.03
37100,37101,0.41,Good,E,SI1,63.9,58.0,969,4.72,4.7,3.01
2271,2272,0.7,Ideal,F,VS1,61.7,55.0,3154,5.72,5.76,3.54
28949,28950,0.32,Very Good,G,VVS1,60.6,57.0,685,4.46,4.48,2.71
15873,15874,1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24
44093,44094,0.59,Very Good,G,SI1,59.3,58.0,1555,5.45,5.51,3.25
41664,41665,0.51,Very Good,E,SI2,63.3,56.0,1239,5.12,5.08,3.23
8967,8968,1.03,Very Good,F,SI2,62.4,59.0,4503,6.38,6.45,4.0
51261,51262,0.56,Ideal,G,VVS2,62.1,56.0,2357,5.31,5.29,3.29
24657,24658,1.72,Premium,H,SI1,61.4,59.0,12998,7.71,7.64,4.71
40102,40103,0.33,Premium,G,VVS1,61.9,59.0,1114,4.41,4.38,2.72
40508,40509,0.56,Very Good,H,SI2,59.5,57.0,1144,5.4,5.43,3.22
42776,42777,0.5,Premium,E,SI1,62.4,61.0,1348,5.1,4.98,3.15
14012,14013,1.01,Very Good,G,VS2,63.2,57.0,5701,6.35,6.3,4.0
39521,39522,0.51,Very Good,J,VS2,63.1,56.0,1080,5.13,5.1,3.23
23908,23909,1.5,Premium,F,SI1,62.2,58.0,12030,7.34,7.29,4.55
26141,26142,1.5,Ideal,F,VS2,61.9,56.4,15444,7.31,7.33,4.53
37173,37174,0.32,Ideal,D,VS2,61.3,56.0,972,4.41,4.37,2.69
34709,34710,0.38,Ideal,F,SI1,61.0,56.0,874,4.7,4.73,2.87
29190,29191,0.4,Ideal,F,SI1,61.9,57.0,694,4.71,4.76,2.93
12393,12394,1.07,Ideal,G,SI1,62.1,57.0,5232,6.59,6.52,4.07
3449,3450,0.9,Very Good,H,SI1,63.0,55.0,3388,6.12,6.16,3.87
5892,5893,0.9,Good,G,SI1,57.8,58.0,3931,6.42,6.38,3.7
49409,49410,0.7,Very Good,G,SI1,61.8,56.0,2106,5.7,5.76,3.54
46911,46912,0.5,Premium,F,VVS2,60.6,58.0,1814,5.2,5.1,3.12
44344,44345,0.56,Very Good,H,VS1,62.8,56.0,1580,5.23,5.28,3.3
21587,21588,1.65,Premium,F,SI2,60.5,61.0,9693,7.7,7.65,4.64
44977,44978,0.32,Ideal,I,VS1,62.0,54.0,523,4.37,4.41,2.72
16225,16226,1.03,Very Good,G,VS1,60.6,58.0,6487,6.48,6.55,3.95
7141,7142,1.11,Premium,E,SI2,61.6,61.0,4177,6.66,6.61,4.09
20910,20911,1.24,Ideal,G,VS1,60.1,58.0,9123,7.03,6.97,4.21
17934,17935,1.48,Very Good,H,SI2,62.3,58.0,7244,7.18,7.23,4.49
33181,33182,0.41,Good,E,SI2,63.8,57.0,818,4.75,4.68,3.01
31066,31067,0.33,Very Good,G,VVS2,61.2,57.0,752,4.42,4.44,2.71
25028,25029,0.34,Very Good,G,VS1,62.2,55.0,640,4.48,4.52,2.8
15691,15692,0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64
14862,14863,1.44,Good,G,I1,63.2,54.8,5987,7.18,7.21,4.54
44554,44555,0.52,Premium,F,VS2,62.5,58.0,1605,5.17,5.13,3.22
12777,12778,1.22,Very Good,F,SI1,63.5,56.0,5329,6.79,6.75,4.3
49291,49292,0.33,Ideal,H,VS2,61.8,54.0,539,4.45,4.48,2.76
7796,7797,1.04,Ideal,H,SI2,61.1,56.0,4290,6.6,6.66,4.05
49372,49373,0.81,Ideal,J,SI2,62.2,57.0,2100,5.95,5.92,3.69
20681,20682,1.26,Ideal,H,VS1,61.0,57.0,8959,6.97,7.03,4.27
26090,26091,2.51,Ideal,H,SI1,62.9,56.0,15324,8.65,8.61,5.43
35056,35057,0.47,Ideal,I,VS2,62.1,54.0,884,4.98,5.0,3.1
39191,39192,0.36,Ideal,D,VS1,61.7,55.0,1064,4.59,4.62,2.84
44459,44460,0.54,Very Good,D,SI1,60.0,59.8,1593,5.3,5.34,3.18
21705,21706,0.31,Ideal,G,VS1,60.6,56.0,627,4.38,4.4,2.66
48687,48688,0.77,Good,E,SI2,64.1,56.0,2005,5.84,5.77,3.72
17907,17908,1.07,Premium,F,VS1,62.4,58.0,7232,6.52,6.49,4.06
38334,38335,0.32,Premium,E,VVS1,61.8,59.0,1020,4.39,4.35,2.7
46251,46252,0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22
37411,37412,0.38,Premium,G,VS2,59.2,60.0,983,4.73,4.7,2.79
47170,47171,0.59,Ideal,D,SI1,61.6,57.0,1835,5.44,5.41,3.34
48390,48391,0.5,Ideal,G,VVS1,62.7,57.0,1966,5.07,5.1,3.19
